"date","LO3","Tx","Gh","RH","SR","ST","TC","U10","o3"
2000-06-17,56.3000090436383,293.37890625,232.963875145084,54.258113861084,314.491111111111,263.508527560764,0.0041656494140625,3.15787525839084,59.5896003326492
2000-06-18,59.5896003326492,298.196502685547,224.924227147934,53.5361785888672,315.015555555556,278.279302300347,9.99977010918141e-13,4.43702355704627,64.6102242187477
2000-06-19,64.6102242187477,301.675231933594,187.584528672279,53.8741836547852,306.534444444444,307.434347873264,0.00142669677734375,3.18865901678951,69.9381668680257
2000-06-20,69.9381668680257,302.899932861328,145.957017931478,52.699089050293,286.633333333333,329.647139756944,0.04791259765625,1.65400128985338,80.7203071406853
2000-06-21,80.7203071406853,301.884704589844,137.917369934327,51.9607353210449,285.176666666667,322.277680121528,0.108200073242188,3.96279754776429,72.4171274214658
2000-06-22,72.4171274214658,294.151611328125,154.175324773009,59.9243469238281,230.08,329.505598958333,0.281440734863281,3.69187907112623,50.5791743087093
2000-06-23,50.5791743087093,291.288940429688,175.257068409982,61.2804718017578,188.88,324.304677734375,0.681686401367188,4.76058287402605,39.4548479896106
2000-06-24,39.4548479896106,287.552032470703,155.247277839296,79.3118515014648,126.157777777778,311.305096571181,0.912124633789062,3.98009690478967,31.7427670876319
2000-06-25,31.7427670876319,287.334411621094,163.644243525209,74.2479934692383,185.584444444444,306.250180121528,0.61541748046875,3.57086739709187,36.5423177192281
2000-06-26,36.5423177192281,289.855499267578,183.832692940276,60.504207611084,235.992222222222,287.851022135417,0.332626342773438,1.50814913748429,42.0098770062948
2000-06-27,42.0098770062948,291.996215820312,180.438174897034,54.5364761352539,316.247777777778,261.533266059028,0.170791625976562,2.5979281566518,47.4851004698219
2000-06-28,47.4851004698219,291.113952636719,143.991770643285,57.7239608764648,182.958888888889,293.818363715278,0.358596801757812,2.32531956418997,51.919309642491
2000-06-29,51.919309642491,293.336791992188,154.532642461772,55.0865783691406,300.922222222222,282.665962456597,0.451385498046875,2.49816484345078,54.867685889194
2000-06-30,54.867685889194,295.593658447266,136.309440334897,53.8885459899902,271.565555555556,296.594991319444,0.158042907714844,2.68588182897999,55.5223625226809
2000-07-01,55.5223625226809,298.956787109375,99.1484007036233,59.8723182678223,256.537777777778,317.662930772569,0.30242919921875,2.76362163734361,63.251296513579
2000-07-02,63.251296513579,300.697082519531,97.183153415431,65.1715698242188,247.794444444444,338.410464409722,0.607940673828125,1.38305090357787,53.789633653187
2000-07-03,53.789633653187,293.888977050781,91.8233880839973,71.8712158203125,206.255555555556,345.538904079861,0.775360107421875,1.75457691978833,42.6921663916999
2000-07-04,42.6921663916999,292.523956298828,71.4562798245493,80.0627136230469,184.375555555556,324.050921223958,0.477668762207031,4.05214307364247,39.4303978670309
2000-07-05,39.4303978670309,293.120758056641,137.381393401184,63.7361755371094,192.038888888889,317.772777777778,0.507164001464844,4.74720415616703,39.2972287531757
2000-07-06,39.2972287531757,296.952728271484,160.60704317073,62.4291725158691,286.368888888889,300.606741536458,0.0226211547851562,2.60476613944901,52.4831658808391
2000-07-07,52.4831658808391,298.109619140625,95.2179061272386,76.8563690185547,156.244444444444,336.65275390625,0.59893798828125,3.25528106998456,47.1574614842631
2000-07-08,47.1574614842631,288.905456542969,123.624662383837,88.7857055664062,66.9711111111111,334.309797092014,0.84503173828125,3.44261499075409,33.7690130633704
2000-07-09,33.7690130633704,287.928436279297,101.470965680578,79.0116271972656,68.1966666666667,319.302799479167,0.839263916015625,4.40885127296759,31.2993067119836
2000-07-10,31.2993067119836,288.344299316406,1.7793305159114,86.0482025146484,104.64,332.986278211806,0.971656799316406,4.81167458484716,28.8066151051277
2000-07-11,28.8066151051277,287.618408203125,24.4690037523139,76.8386459350586,166.626666666667,310.887507595486,0.716270446777344,5.05111383574925,29.8795813675969
2000-07-12,29.8795813675969,287.377716064453,121.838073940026,80.0797805786133,163.934444444444,310.075972222222,0.588127136230469,4.47301732850068,33.397867878121
2000-07-13,33.397867878121,288.533416748047,146.850312153383,74.245361328125,121.111111111111,313.008444010417,0.735610961914062,5.14377229874148,30.8547332681463
2000-07-14,30.8547332681463,285.777465820312,89.1435054182805,93.0401153564453,43.8233333333333,337.587115885417,0.928825378417969,6.28394186661564,25.236803839978
2000-07-15,25.236803839978,285.148803710938,92.8953411502841,83.9935073852539,155.522222222222,316.200889756944,0.839942932128906,4.00257438247024,28.2889676401951
2000-07-16,28.2889676401951,286.90673828125,126.483203893935,82.0549163818359,169.86,305.257523871528,0.768020629882812,5.18907105143154,32.8276544545895
2000-07-17,32.8276544545895,290.051208496094,156.319230905583,76.2780456542969,212.116666666667,291.120009765625,0.468856811523438,2.76062390014204,36.6669536257778
2000-07-18,36.6669536257778,292.992065429688,159.356431260062,72.9965362548828,229.8,296.576627604167,0.340995788574219,1.67156882658344,46.9498660539985
2000-07-19,46.9498660539985,291.6875,163.465584680828,69.4572906494141,220.432222222222,299.161944444444,0.368545532226562,1.95731573464067,34.466932079029
2000-07-20,34.466932079029,292.757781982422,175.078409565601,68.5955276489258,243.208888888889,292.180751953125,0.637886047363281,1.82768127902088,43.9028799482321
2000-07-21,43.9028799482321,294.942535400391,176.864998009412,64.7745132446289,295.708888888889,284.604049479167,0.0158843994140625,1.45435286009546,49.8910225568491
2000-07-22,49.8910225568491,295.557281494141,147.92226521967,68.2954177856445,299.77,285.619359809028,0.225395202636719,1.9277599571526,58.4581555981847
2000-07-23,58.4581555981847,293.740447998047,112.547814032207,70.3617172241211,222.743333333333,322.248898654514,0.776092529296875,2.76879715108774,45.0777905992439
2000-07-24,45.0777905992439,296.222778320312,63.0593141386364,70.6082916259766,223.566666666667,337.362063802083,0.495758056640625,3.2795613514765,45.3421259048264
2000-07-25,45.3421259048264,294.477600097656,72.3495740464548,73.1809616088867,205.941111111111,322.364527994792,0.548744201660156,3.53440225401169,41.9742643670027
2000-07-26,41.9742643670027,293.792205810547,91.1087527064728,75.4580154418945,171.737777777778,330.614583333333,0.594062805175781,4.05310449793261,40.1819611504755
2000-07-27,40.1819611504755,296.560729980469,137.381393401184,71.8881378173828,181.486666666667,327.962209201389,0.762321472167969,2.70060098144853,37.2606902675346
2000-07-28,37.2606902675346,290.074401855469,134.522851891086,87.9580307006836,142.1,328.150356987847,0.619522094726562,3.35788374086108,33.8664973963112
2000-07-29,33.8664973963112,290.029541015625,156.676548594345,90.5636444091797,168.285555555556,316.511624348958,0.536468505859375,3.45043670860774,33.1642208887269
2000-07-30,33.1642208887269,292.282409667969,193.658929381237,82.0701522827148,180.586666666667,322.201735026042,0.499137878417969,2.48245002823526,40.9506920850436
2000-07-31,40.9506920850436,295.682861328125,204.021142355342,67.0932540893555,263.63,296.733357204861,0.0820846557617188,1.94282521077329,49.1636064089397
2000-08-01,49.1636064089397,299.3916015625,177.579633386936,64.5572280883789,279.552222222222,305.488490668403,0.000457763671875,2.20689483258427,61.6702858051304
2000-08-02,61.6702858051304,293.473602294922,158.641795882537,78.9186096191406,151.176666666667,327.723370225694,0.361282348632812,4.47115706697569,39.2511513562236
2000-08-03,39.2511513562236,292.308197021484,169.539985389786,82.4320373535156,117.992222222222,330.392289496528,0.697616577148438,3.5328335752309,32.6106383923009
2000-08-04,32.6106383923009,292.880432128906,171.326573833597,68.2485122680664,174.962222222222,313.336817491319,0.3568115234375,1.72224296147464,38.8700372495284
2000-08-05,38.8700372495284,290.076538085938,172.041209211121,81.3019714355469,100.917777777778,326.607659505208,0.781265258789062,2.36542628846299,30.013961896149
2000-08-06,30.013961896149,292.753540039062,173.827797654933,76.8652648925781,151.787777777778,328.723745659722,0.501846313476562,1.89654816490175,48.3749311830864
2000-08-07,48.3749311830864,293.601196289062,187.584528672279,75.0316543579102,163.934444444444,324.232998046875,0.585227966308594,2.02885093429507,32.9676907334149
2000-08-08,32.9676907334149,294.433776855469,179.187562986366,83.5786590576172,161.288888888889,319.274251302083,0.723167419433594,2.35800981887587,35.7363635187224
2000-08-09,35.7363635187224,296.368255615234,176.329021476269,80.3169403076172,216.22,323.025010850694,0.432037353515625,1.30100515372665,46.3052514036801
2000-08-10,46.3052514036801,299.009063720703,156.319230905583,68.1390838623047,224.094444444444,323.214678819444,0.180702209472656,2.31513805487315,51.0704281155623
2000-08-11,51.0704281155623,299.601135253906,131.485651536607,68.0400161743164,256.756666666667,309.328095703125,0.0669097900390625,1.23755320139917,54.9855999763982
2000-08-12,54.9855999763982,300.4580078125,117.014285141736,65.2665557861328,255.271111111111,315.252681206597,0.05682373046875,1.74148482622338,67.307145788664
2000-08-13,67.307145788664,300.471435546875,144.885064865191,59.1457710266113,259.398888888889,309.216427951389,0.0312423706054688,1.51447227802332,72.1840217108377
2000-08-14,72.1840217108377,301.161254882812,168.110714634737,60.1330413818359,243.552222222222,322.190871310764,0.242874145507812,3.19173586833501,70.443773938594
2000-08-15,70.443773938594,298.895446777344,177.222315698174,72.3356246948242,185.365555555556,338.028331163194,0.231597900390625,2.84893846467482,44.8201092075626
2000-08-16,44.8201092075626,299.227630615234,155.068618994915,69.3942794799805,236.357777777778,326.695276692708,0.117691040039062,2.47194909594606,49.3227630065501
2000-08-17,49.3227630065501,299.617553710938,124.517956605743,67.4318313598633,216.234444444444,328.523978949653,0.182907104492188,2.50182858660022,48.0096246926243
2000-08-18,48.0096246926243,296.147033691406,126.661862738316,75.9664611816406,165.248888888889,337.520125868056,0.691337585449219,1.80926294139616,39.2681935730686
2000-08-19,39.2681935730686,300.174102783203,118.086238208022,64.2976837158203,229.061111111111,337.493413628472,0.400978088378906,2.08298967905867,55.5650049313057
2000-08-20,55.5650049313057,302.444549560547,101.470965680578,60.3838653564453,218.817777777778,341.308285590278,0.169593811035156,1.58730896126765,60.8121548073688
2000-08-21,60.8121548073688,293.89111328125,125.58990967203,77.8938827514648,156.691111111111,346.460736762153,0.428550720214844,2.37018222298026,33.4720374186682
2000-08-22,33.4720374186682,293.31640625,165.43083196902,76.2554016113281,178.087777777778,320.602814670139,0.443374633789062,1.75717861955346,43.4403364823463
2000-08-23,43.4403364823463,296.208862304688,168.825350012261,73.0518951416016,225.55,298.493579644097,0.111251831054688,1.87197407659477,52.815546671863
2000-08-24,52.815546671863,298.501983642578,186.333916761611,69.6945266723633,236.976666666667,296.595806206597,9.99977010918141e-13,1.52703316761408,57.3428772501044
2000-08-25,57.3428772501044,299.098175048828,175.971703787506,62.5438842773438,236.693333333333,289.851491970486,0.0134811401367188,1.41853236565653,66.3809271648351
2000-08-26,66.3809271648351,299.036071777344,112.547814032207,66.7018432617188,233.355555555556,300.942624782986,0.143585205078125,1.59574068775726,62.3554673538733
2000-08-27,62.3554673538733,290.880950927734,134.880169579848,86.2716369628906,59.5177777777778,336.234606119792,0.620765686035156,1.76101516751017,40.2356046466065
2000-08-28,40.2356046466065,293.036285400391,177.758292231317,79.1828765869141,158.036666666667,303.402590060764,0.442794799804688,1.7658444378888,39.0578560659256
2000-08-29,39.0578560659256,294.240539550781,173.291821121789,70.3874206542969,187.897777777778,298.473661024306,0.396995544433594,1.32784533622781,42.7872367225283
2000-08-30,42.7872367225283,293.585754394531,135.23748726861,74.2427444458008,114.164444444444,316.698111979167,0.698837280273438,1.75594596144468,41.9737587316333
2000-08-31,41.9737587316333,289.319061279297,93.9672942165707,87.8428573608398,59.8577777777778,328.303865017361,0.725448608398438,2.10113882040409,30.6498279102162
2001-06-01,56.1546339247845,289.167907714844,173.47047996617,51.6381683349609,221.052222222222,294.831784939236,0.367996215820312,1.78370434941775,45.3543311128617
2001-06-02,45.3543311128617,285.949768066406,123.981980072599,73.7290191650391,116.451111111111,313.283616536458,0.898948669433594,5.17628554707261,37.0110897387169
2001-06-03,37.0110897387169,282.560821533203,144.349088332047,82.0604400634766,183.453333333333,294.102097439236,0.772621154785156,4.35314027803058,40.0818826739348
2001-06-04,40.0818826739348,287.150024414062,215.991284928878,65.0427474975586,265.271111111111,265.546324869792,0.306655883789062,2.15285915592678,45.753919796775
2001-06-05,45.753919796775,292.864135742188,179.72353951951,58.6860733032227,303.327777777778,269.549114583333,0.4169921875,1.86821599705538,54.9661424373368
2001-06-06,54.9661424373368,288.799072265625,132.557604602893,79.6701126098633,175.184444444444,316.20208984375,0.757034301757812,3.39246497891738,44.8166207512054
2001-06-07,44.8166207512054,291.500030517578,135.773463801753,73.3185195922852,206.644444444444,307.160655381944,0.673698425292969,3.78345680713409,44.7507815384614
2001-06-08,44.7507815384614,286.182006835938,115.227696697924,81.103515625,54.0955555555556,329.424793836806,0.997604370117188,2.99081332737849,31.5629334490715
2001-06-09,31.5629334490715,285.30029296875,111.475860965921,98.1984710693359,47.3711111111111,332.28046875,0.999954223632812,1.92856112332083,32.5776449284382
2001-06-10,32.5776449284382,286.447692871094,106.294754478868,91.6535110473633,85.6655555555556,330.221959635417,0.966293334960938,1.61187967644545,34.6770877405298
2001-06-11,34.6770877405298,286.034301757812,172.755844588646,74.5746994018555,192.997777777778,286.419865451389,0.420608520507812,4.31540117183531,41.4685950298736
2001-06-12,41.4685950298736,291.948303222656,180.974151430178,64.3110809326172,300.476666666667,265.656387803819,0.122406005859375,3.10452800618881,54.6898095988671
2001-06-13,54.6898095988671,294.752197265625,128.091133493365,61.5699653625488,241.067777777778,296.756771918403,0.77557373046875,2.11179894470989,62.5204443486951
2001-06-14,62.5204443486951,293.102233886719,128.80576887089,68.3326187133789,226.541111111111,305.066597222222,0.584678649902344,2.28406851168092,58.1397114879718
2001-06-15,58.1397114879718,296.905792236328,113.619767098494,72.4489059448242,198.796666666667,323.718420138889,0.915489196777344,3.37250038992326,55.918395970973
2001-06-16,55.918395970973,291.383422851562,98.6124241704799,76.6070709228516,200.866666666667,321.021578776042,0.594131469726562,4.25658578962705,40.0200451130688
2001-06-17,40.0200451130688,288.680236816406,110.582566744015,82.7804183959961,173.765555555556,324.791942274306,0.777816772460938,6.15534892048171,35.8400004949108
2001-06-18,35.8400004949108,285.534515380859,175.257068409982,92.4708938598633,82.0822222222222,324.553430989583,0.927436828613281,5.03252237316079,31.3717122154338
2001-06-19,31.3717122154338,288.485931396484,216.705920306402,82.6378784179688,194.716666666667,311.968065321181,0.648239135742188,4.00190794914387,39.6045202690118
2001-06-20,39.6045202690118,292.281982421875,184.725987162181,69.9433288574219,306.428888888889,269.054189453125,0.304092407226562,3.70610813911636,52.9003350184962
2001-06-21,52.9003350184962,296.608612060547,130.41369847032,60.3604507446289,291.361111111111,294.891183810764,0.0808181762695312,3.26969717402087,66.703732816441
2001-06-22,66.703732816441,292.820983886719,123.446003539456,64.6422958374023,262.826666666667,295.175059678819,0.0652923583984375,4.38870100215985,50.4686520001634
2001-06-23,50.4686520001634,294.499206542969,151.495442107292,59.7159576416016,312.976666666667,273.792613932292,0.00377655029296875,3.20383616566164,55.8135826018501
2001-06-24,55.8135826018501,297.600769042969,173.291821121789,56.7961692810059,310.532222222222,290.330453559028,0.0126953125,2.83839154753766,65.5724365423703
2001-06-25,65.5724365423703,299.358612060547,187.048552139136,56.6089019775391,306.944444444444,298.283619791667,9.99977010918141e-13,3.49775978754652,77.7647738952865
2001-06-26,77.7647738952865,300.964385986328,155.068618994915,60.1762924194336,313.093333333333,299.819402126736,9.99977010918141e-13,4.38976317198854,84.8869523549296
2001-06-27,84.8869523549296,299.566528320312,117.907579363641,72.0021057128906,234.37,336.512548828125,0.462806701660156,4.70366365350089,73.4194803214547
2001-06-28,73.4194803214547,293.091278076172,159.892407793205,79.7594909667969,141.646666666667,339.431954210069,0.758468627929688,3.50082069397998,42.7411077651754
2001-06-29,42.7411077651754,297.182769775391,193.122952848094,67.8245468139648,279.743333333333,309.283286675347,0.134689331054688,1.62963516160129,58.4809342925224
2001-06-30,58.4809342925224,299.202484130859,178.472927608842,67.103271484375,249.333333333333,323.398113064236,0.231658935546875,3.31871322493106,62.421498174583
2001-07-01,62.421498174583,294.933868408203,213.13274341878,71.7819595336914,230.565555555556,315.046082899306,0.285926818847656,2.52523303337863,47.0968016612011
2001-07-02,47.0968016612011,296.682189941406,219.028485283357,63.1311454772949,305.5,300.470687934028,0.020050048828125,3.33620669066626,54.60107259222
2001-07-03,54.60107259222,297.405578613281,160.60704317073,62.3277206420898,310.904444444444,293.816957465278,0.00469207763671875,5.84757827961788,59.9175773916791
2001-07-04,59.9175773916791,299.134948730469,97.0044945710499,59.345085144043,264.812222222222,308.387531467014,0.163810729980469,2.06070782127957,63.1728628129728
2001-07-05,63.1728628129728,300.521362304688,94.1459530609518,60.8849830627441,267.548888888889,327.778413628472,0.639869689941406,2.91379795228058,69.8543533271458
2001-07-06,69.8543533271458,301.003356933594,70.0270090695003,59.2690811157227,277.567777777778,334.965654296875,0.113319396972656,2.19574706037536,78.9776413803391
2001-07-07,78.9776413803391,291.815734863281,94.3246119053331,74.7265625,143.5,331.776095920139,0.632301330566406,4.73873412567999,44.2869499471524
2001-07-08,44.2869499471524,292.447204589844,126.840521582697,72.4076538085938,199.263333333333,325.746471354167,0.661857604980469,6.21554372861191,39.8982616675554
2001-07-09,39.8982616675554,294.873748779297,141.490546821949,70.7611083984375,214.03,315.645910373264,0.642295837402344,3.52878181829309,44.836019882387
2001-07-10,44.836019882387,298.38232421875,119.515508963071,60.890007019043,240.656666666667,318.540834418403,0.491828918457031,2.82604487368664,54.9625633112088
2001-07-11,54.9625633112088,292.152648925781,135.058828424229,63.9497184753418,161.005555555556,333.652394748264,0.740036010742188,7.1257494747958,36.9622981879464
2001-07-12,36.9622981879464,294.484741210938,142.026523355093,63.1930046081543,219.147777777778,314.479620225694,0.584953308105469,4.82203095784855,43.078105198339
2001-07-13,43.078105198339,292.922576904297,111.833178654683,76.118408203125,141.301111111111,341.434360894097,0.902122497558594,4.03853755407863,31.78433174554
2001-07-14,31.78433174554,295.472839355469,78.6026335997942,66.2992324829102,183.59,349.782631293403,0.655517578125,3.82870576414761,30.3792851538697
2001-07-15,30.3792851538697,289.416717529297,128.627110026508,94.9398345947266,6.74222222222222,347.316980251736,0.971839904785156,1.49911278305415,28.9665216239363
2001-07-16,28.9665216239363,288.750854492188,136.488099179278,79.5739364624023,135.484444444444,323.975659722222,0.955924987792969,2.07077408366827,33.4807172242736
2001-07-17,33.4807172242736,292.857482910156,98.4337653260989,70.3013000488281,218.65,306.004991319444,0.41046142578125,2.63555659744102,46.8260558847919
2001-07-18,46.8260558847919,291.224060058594,59.307478406633,66.6926727294922,200.03,312.447360026042,0.4091796875,4.46267956463416,37.080573595236
2001-07-19,37.080573595236,292.081604003906,58.0568664959651,64.525520324707,178.341111111111,312.868543836806,0.442726135253906,4.2198535361341,34.5531598416882
2001-07-20,34.5531598416882,288.208709716797,120.051485496215,82.7641525268555,122.178888888889,326.141153428819,0.914573669433594,5.32975446008446,33.339309106622
2001-07-21,33.339309106622,294.004699707031,180.795492585796,71.4356231689453,285.54,296.730485026042,0.439857482910156,3.57806197415614,49.1222220504252
2001-07-22,49.1222220504252,298.031860351562,160.071066637586,65.1760101318359,288.602222222222,307.203767361111,0.215202331542969,2.54915366278755,53.2396452634048
2001-07-23,53.2396452634048,300.354125976562,134.165534202323,63.7627639770508,255.362222222222,323.68033203125,0.196464538574219,2.33960815868132,50.388895310147
2001-07-24,50.388895310147,296.218841552734,131.485651536607,78.8188858032227,226.257777777778,323.732356770833,0.375091552734375,2.87218835846652,55.1837793400907
2001-07-25,55.1837793400907,300.488311767578,135.952122646135,67.7809066772461,266.056666666667,322.658253038194,0.0565338134765625,2.93689444529357,65.4930041739667
2001-07-26,65.4930041739667,300.966430664062,136.309440334897,62.1777877807617,275.808888888889,319.728154296875,0.0997238159179688,3.7774815166679,70.8982064158751
2001-07-27,70.8982064158751,301.653259277344,135.594804957372,59.507568359375,268.25,326.485075954861,0.129478454589844,2.26478819408418,75.4465876433156
2001-07-28,75.4465876433156,301.577758789062,153.282030551104,62.9822120666504,239.794444444444,336.0532421875,0.584884643554688,2.68480552765392,75.4457645672528
2001-07-29,75.4457645672528,299.58984375,177.222315698174,76.0459518432617,235.073333333333,333.581755642361,0.343353271484375,1.25951204623275,77.1831187027643
2001-07-30,77.1831187027643,300.238952636719,198.482718179528,62.374397277832,279.625555555556,317.23283203125,0.172836303710938,2.20322226941753,71.8110186958027
2001-07-31,71.8110186958027,302.195556640625,187.584528672279,58.1812973022461,256.211111111111,332.121239149306,0.032989501953125,3.17621352377484,80.7334509060495
2001-08-01,80.7334509060495,300.35400390625,183.118057562751,65.8887557983398,275.345555555556,326.525032552083,0.0081634521484375,2.04481426262563,60.5184368879389
2001-08-02,60.5184368879389,302.650756835938,119.694167807452,64.8193588256836,261.35,338.393190104167,0.143646240234375,3.24239926994036,71.7512495371897
2001-08-03,71.7512495371897,294.445068359375,122.195391628788,70.8256072998047,143.866666666667,350.918681640625,0.737464904785156,3.78271962075905,47.0385256333934
2001-08-04,47.0385256333934,292.028381347656,157.212525127488,80.1930160522461,144.246666666667,332.095779079861,0.550491333007812,2.5133439688663,34.2280711583618
2001-08-05,34.2280711583618,293.090026855469,179.187562986366,70.1918411254883,180.47,309.083231336806,0.451248168945312,4.24315168693629,33.7821290925461
2001-08-06,33.7821290925461,292.058837890625,158.463137038156,77.9229431152344,134.893333333333,323.877894965278,0.442665100097656,3.27509502443763,28.1643193191288
2001-08-07,28.1643193191288,294.007537841797,131.306992692226,79.2121276855469,141.906666666667,341.562134331597,0.713493347167969,3.80205310594838,31.1131428304205
2001-08-08,31.1131428304205,292.491516113281,102.185601058103,73.0483551025391,150.834444444444,333.984561631944,0.750442504882812,4.09663861472252,32.1503456378164
2001-08-09,32.1503456378164,294.185424804688,138.810664156233,70.9428558349609,137.011111111111,331.450080295139,0.813606262207031,3.33167389160792,30.4760963494816
2001-08-10,30.4760963494816,290.643157958984,191.872340937426,69.7878723144531,180.968888888889,311.379869791667,0.58074951171875,3.46670513277017,37.1553298894856
2001-08-11,37.1553298894856,291.725891113281,228.854721724319,66.7194900512695,206.706666666667,295.964717881944,0.454864501953125,0.849739837481868,46.0654608240065
2001-08-12,46.0654608240065,294.734405517578,196.338812046954,66.1787338256836,265.633333333333,279.652657335069,0.309776306152344,1.98616112578504,53.5516154881568
2001-08-13,53.5516154881568,297.684692382812,154.889960150534,63.6788558959961,256.377777777778,304.637151692708,0.538909912109375,2.53384412684335,52.2331063501379
2001-08-14,52.2331063501379,301.132080078125,139.346640689376,62.5165023803711,254.412222222222,320.590486111111,9.99977010918141e-13,1.48614681344408,71.2667954692975
2001-08-15,71.2667954692975,303.450714111328,140.239934911282,62.9657287597656,247.821111111111,330.323128255208,0.057098388671875,0.851740161096541,75.9073037471747
2001-08-16,75.9073037471747,299.967468261719,150.602147885387,68.0747833251953,188.327777777778,343.381779513889,0.473411560058594,2.29872623907714,54.7246745820412
2001-08-17,54.7246745820412,294.997680664062,149.172877130338,81.2635803222656,158.43,341.189858940972,0.630851745605469,2.13769373388894,45.2559109769038
2001-08-18,45.2559109769038,297.882781982422,113.262449409732,79.6885604858398,214.015555555556,331.21296875,0.562797546386719,2.00587700335542,50.9041476992719
2001-08-19,50.9041476992719,297.782653808594,105.0441425682,75.6604766845703,182.39,342.407484809028,0.75396728515625,2.35094271455817,52.1362957198501
2001-08-20,52.1362957198501,293.948486328125,127.376498115841,85.6995010375977,138.846666666667,339.932195095486,0.755287170410156,1.60446093979678,39.9765930180239
2001-08-21,39.9765930180239,296.036193847656,160.60704317073,83.5224685668945,192.812222222222,334.185440538194,0.50799560546875,2.8564107126539,51.225508128324
2001-08-22,51.225508128324,297.630920410156,175.435727254363,75.245964050293,229.975555555556,312.408064236111,0.215194702148438,2.33662585045921,57.87964763781
2001-08-23,57.87964763781,298.607116699219,168.468032323499,74.8526611328125,232.235555555556,317.947398003472,0.420211791992188,1.63290623041099,61.4107002031636
2001-08-24,61.4107002031636,300.174499511719,155.783254372439,70.6045379638672,232.765555555556,322.364881727431,0.0315933227539062,1.90230867274368,74.7841570755539
2001-08-25,74.7841570755539,301.372772216797,152.388736329198,68.4848251342773,231.772222222222,323.997685546875,0.00428009033203125,1.93803289906393,77.9122592797556
2001-08-26,77.9122592797556,302.544616699219,149.5301948191,64.5410385131836,227.726666666667,327.454547526042,0.0498809814453125,2.54654370152868,71.3293190138963
2001-08-27,71.3293190138963,301.906219482422,134.344193046705,73.7073059082031,201.044444444444,330.201277126736,0.640892028808594,2.25253160342515,62.1423708044834
2001-08-28,62.1423708044834,295.024322509766,147.743606375289,67.2577896118164,214.77,308.414293619792,0.177215576171875,2.34189359273901,49.3926219214149
2001-08-29,49.3926219214149,295.730895996094,115.049037853543,59.1690292358398,225.031111111111,291.529763454861,0.0953216552734375,2.47468288318014,49.4776824369821
2001-08-30,49.4776824369821,292.143615722656,87.1782581300881,82.0942764282227,93.0255555555556,327.413289930556,0.65460205078125,2.26935402989349,40.1978980365958
2001-08-31,40.1978980365958,289.705383300781,102.900236435627,89.976318359375,94.2877777777778,319.495911458333,0.651229858398438,2.78059120704099,32.5566097919089
2002-06-01,62.4653123905806,295.377563476562,192.40831747057,61.3690338134766,306.755555555556,275.425347222222,0.00624847412109375,3.05970085399119,67.7357701389971
2002-06-02,67.7357701389971,296.075592041016,160.785702015111,60.038932800293,305.38,278.016606987847,0.232635498046875,2.65058743502634,61.4777865206063
2002-06-03,61.4777865206063,295.044799804688,112.726472876589,70.5365753173828,196.098888888889,304.968752170139,0.648849487304688,2.24012480090057,51.0286215831566
