"date" "o3" "tmax" "blh" "tcc" "msl" "rh" "ssrd" "ws" "Direction"
2000-01-01 7.79518556594849 277.270935058594 275.006040417673 0.990294965896045 102640.359289404 96.9475498199463 4.69136438469517 2.91063976287842 234.229587630289
2000-01-02 9.9725513458252 277.467041015625 310.746185891215 0.830390795478088 103113.294058909 95.4865322113037 4.30888888888889 1.20502555370331 216.024734565519
2000-01-03 13.6682996749878 275.717895507812 195.660400554757 0.567942868479476 103053.238850083 93.7177886962891 25.9066666666667 3.17124271392822 217.336116234165
2000-01-04 19.6397190093994 279.605499267578 451.567392880278 0.758045564830933 102347.5286144 86.2856273651123 30.4322222222222 6.17394208908081 225.18390194323
2000-01-05 17.7150230407715 281.236572265625 514.175570250304 0.624998092565052 102308.763469359 87.9800415039062 18.2955555555556 3.58534669876099 236.849785181332
2000-01-06 7.04404878616333 278.031097412109 128.773473374518 0.219126241741802 102240.401443738 90.6111373901367 27.7866666666667 3.13711166381836 205.787029188247
2000-01-07 8.83004379272461 279.630004882812 333.713004725446 0.892268017640968 102526.586665306 93.6310081481934 43.5633333333333 2.79377937316895 225.443876392657
2000-01-08 13.2752437591553 279.1337890625 676.57929466441 0.891428745823715 102351.343596928 87.0038013458252 19.6977777777778 3.93052101135254 226.042954990787
2000-01-09 14.7142772674561 278.615631103516 220.389057546133 0.999450658447889 102306.056062404 96.5157299041748 24.1033333333333 2.06362915039062 317.204985601863
2000-01-10 13.9612340927124 276.206909179688 452.700003124158 0.995910457327843 103308.104295736 96.7937812805176 1.22111111111111 4.03981733322144 17.7700911363534
2000-01-11 11.5594663619995 275.910247802734 284.003999577386 0.968504417622656 103808.728454557 94.2072849273682 6.19444444444444 1.45680117607117 56.760243113532
2000-01-12 11.5036010742188 275.393371582031 433.697320143507 0.953473822350045 103398.556300833 88.7230339050293 20.8311111111111 1.23226249217987 142.94497194999
2000-01-13 8.91718578338623 275.855590820312 272.866665512567 0.400271618880038 102312.578451887 83.0413932800293 31.0322222222222 2.30220484733582 181.071988578385
2000-01-14 6.30203151702881 275.579162597656 137.834355325557 0.121999603254323 102206.18966494 85.2321376800537 45.0755555555556 2.19275999069214 158.3698010953
2000-01-15 7.21633148193359 272.760375976562 171.120511937359 0.188820899395198 103101.356855516 89.0999984741211 53.3133333333333 2.21360540390015 61.0768922660044
2000-01-16 17.2124176025391 274.300445556641 613.027275424485 0.702958814644004 103567.523107633 84.002025604248 53.8855555555556 2.55662059783936 44.324241013619
2000-01-17 21.0133304595947 278.105804443359 319.869990633581 0.996993880946478 103115.263082149 92.0940818786621 50.1833333333333 3.5773811340332 269.7116094994
2000-01-18 23.1960430145264 279.603271484375 749.632655394661 0.902476614836274 102440.257302619 92.0586204528809 12.6388888888889 5.01054525375366 295.349128418054
2000-01-19 16.6434650421143 276.090454101562 703.824863308853 0.606839302337227 102949.988193925 78.415168762207 10.2566666666667 2.98916339874268 335.617444414901
2000-01-20 18.1435718536377 276.124084472656 423.126291200628 0.853997222774259 103230.389409725 81.1318855285645 35.6066666666667 2.68650078773499 276.597719506964
2000-01-21 17.818733215332 276.842956542969 673.055618350117 0.955503334199038 102712.720893481 90.6355438232422 30.8544444444444 5.32119369506836 273.953599374631
2000-01-22 17.348783493042 275.561645507812 710.431756398153 0.978514641479339 101631.665602635 97.3773784637451 10.3155555555556 4.74128818511963 261.651362777294
2000-01-23 23.6151084899902 275.515075683594 319.492453885621 0.908824561672219 101359.755799559 95.2278099060059 3.82111111111111 3.67261052131653 344.407588663538
2000-01-24 19.5754089355469 268.658935546875 541.106524938114 0.462469290282232 102451.886846131 76.730297088623 8.48777777777778 3.32939052581787 68.5461812623014
2000-01-25 13.9664344787598 268.929382324219 401.103314236298 0.0137030198535932 103001.428926075 69.9017381668091 64.7766666666667 1.74131333827972 104.033646883486
2000-01-26 11.2255973815918 270.585327148438 229.575785079826 0.00569178887072963 103471.040968863 69.9559230804443 68.7144444444444 1.38319504261017 188.955447395554
2000-01-27 10.8301706314087 272.217346191406 175.713875704206 9.99866855977416e-13 103339.11641177 72.2420139312744 69.1288888888889 2.51360392570496 218.471417838148
2000-01-28 24.0506229400635 275.813232421875 362.091183613769 0.326095249722514 102475.207465132 78.9469089508057 70.3233333333333 4.94819307327271 232.332441889595
2000-01-29 31.2078990936279 280.337127685547 1005.22503376355 0.940854226116087 101180.697748653 87.3062019348145 68.6711111111111 10.0162048339844 232.964098520039
2000-01-30 31.9636421203613 282.717529296875 910.715001190908 0.999679550761685 101468.236673699 94.325174331665 3.04888888888889 8.42219734191895 256.775815063226
2000-01-31 31.2441062927246 282.267761230469 1017.68374644623 0.931927425878039 102580.488676506 87.1217555999756 2.75222222222222 7.86243391036987 246.936748542859
2000-02-01 15.4013233184814 281.514892578125 411.926034344483 0.400256359392452 102391.523977424 86.8151245117188 19.6566666666667 3.74181365966797 225.893443063095
2000-02-02 13.8702812194824 280.881561279297 416.771089276636 0.819007217738628 101930.526411312 89.4330043792725 60.1466666666667 3.99938774108887 250.153138013327
2000-02-03 15.6924638748169 278.951873779297 582.195107674422 0.635389803611395 103334.686109479 86.0696411132812 12.1177777777778 3.75854873657227 269.53926841053
2000-02-04 19.7636375427246 279.9619140625 352.338150958137 0.646300337235675 103816.973739376 80.8739070892334 38.6088888888889 2.90699338912964 236.403179953528
2000-02-05 20.7077484130859 283.6064453125 212.020326299688 0.344681305602758 103421.876919834 75.9384899139404 69.1277777777778 3.20139694213867 220.187513478162
