"date","o3","LO3","tmax","rh","tcc","ssrd","Direction","ws"
2000-06-01,43.3942756652832,40.1580963134766,283.461303710938,84.646053314209,0.90780217600393,247.452222222222,168.557498149491,9.79168128967285
2000-06-02,37.0740356445312,43.3942756652832,284.05908203125,82.9984359741211,0.608990890086911,75.29,277.900042546957,10.6436204910278
2000-06-03,42.6880683898926,37.0740356445312,282.674743652344,75.4460639953613,0.640257580151458,210.328888888889,314.53789980513,7.76580858230591
2000-06-04,38.3652076721191,42.6880683898926,282.493713378906,68.2917995452881,0.476691132712763,236.304444444444,24.6419479791817,7.67672443389893
2000-06-05,42.0219688415527,38.3652076721191,284.336639404297,74.3970489501953,0.119115560100492,315.154444444444,16.3195236886363,7.07343053817749
2000-06-06,41.3032760620117,42.0219688415527,284.542297363281,75.9696521759033,0.686417530100339,311.408888888889,44.5548962205656,2.25503873825073
2000-06-07,42.8756713867188,41.3032760620117,284.172241210938,79.6457901000977,0.65193108815506,264.605555555556,254.499197839273,3.49129033088684
2000-06-08,41.6563453674316,42.8756713867188,285.025238037109,87.1016979217529,0.556116765600011,256.575555555556,176.590125570002,4.61927461624146
2000-06-09,52.7688102722168,41.6563453674316,286.943054199219,74.4141178131104,0.73567515602926,233.946666666667,156.365337494823,11.3224582672119
2000-06-10,51.8478202819824,52.7688102722168,286.830139160156,91.8702182769775,0.653533334351632,273.633333333333,196.458141606927,7.59155750274658
2000-06-11,38.3788795471191,51.8478202819824,285.079376220703,87.2921504974365,0.583492286330025,242.611111111111,197.373907585626,9.39408111572266
2000-06-12,33.9378051757812,38.3788795471191,284.995758056641,89.051721572876,0.617505684160126,239.965555555556,220.180163224184,8.19351005554199
2000-06-13,39.5945434570312,33.9378051757812,285.926696777344,80.1826400756836,0.56809546335534,237.577777777778,229.850244126161,15.0168800354004
2000-06-14,34.5630950927734,39.5945434570312,284.66455078125,84.5757999420166,0.338073947477844,225.783333333333,258.375518556759,10.5693912506104
2000-06-15,37.7402839660645,34.5630950927734,283.439086914062,85.5689086914062,0.314253887355463,253.093333333333,303.359719815036,8.83049297332764
2000-06-16,35.4654998779297,37.7402839660645,283.063598632812,89.0537395477295,0.854699159203234,260.338888888889,336.334095322626,8.63844680786133
2000-06-17,37.7895431518555,35.4654998779297,283.310546875,85.505184173584,0.982741519540774,217.297777777778,154.875310271163,5.77852821350098
2000-06-18,32.6684837341309,37.7895431518555,284.528961181641,95.7217254638672,0.990539117697428,184.451111111111,212.686211411168,5.52673673629761
2000-06-19,48.1048240661621,32.6684837341309,285.476440429688,94.0929336547852,0.976363053729656,195.935555555556,207.367586755299,6.17083215713501
2000-06-20,49.0116958618164,48.1048240661621,285.607238769531,76.1263332366943,0.868203805717204,210.183333333333,56.1205293758457,3.53554511070251
2000-06-21,45.4262084960938,49.0116958618164,286.372985839844,90.7996044158936,0.908336258069454,278.711111111111,166.103605439064,7.66700553894043
2000-06-22,34.6718482971191,45.4262084960938,285.923095703125,89.7461223602295,0.157828880107206,145.752222222222,172.440542617481,8.61889839172363
2000-06-23,31.0473804473877,34.6718482971191,285.646362304688,94.3332042694092,0.943631452856813,280.29,126.768490475847,4.14733266830444
2000-06-24,33.0930328369141,31.0473804473877,284.864501953125,90.9099979400635,0.824027589154556,112.712222222222,358.546782936484,11.1980218887329
2000-06-25,33.6318283081055,33.0930328369141,284.410583496094,80.1552200317383,0.540307936460494,222.877777777778,349.316656305061,12.8798265457153
2000-06-26,32.6886711120605,33.6318283081055,283.322296142578,84.404109954834,0.57888392107893,269.851111111111,339.2464175756,12.0478029251099
2000-06-27,33.3836708068848,32.6886711120605,283.494262695312,74.0442867279053,0.691147971252125,237.015555555556,340.688705046581,11.4932689666748
2000-06-28,27.8318405151367,33.3836708068848,283.250671386719,82.1536483764648,0.911098225322594,245.962222222222,349.887725951318,12.3237247467041
2000-06-29,29.5146923065186,27.8318405151367,285.315307617188,83.0069885253906,0.712206064121367,167.927777777778,3.14299614406158,9.26639842987061
2000-06-30,27.7259788513184,29.5146923065186,285.605712890625,82.3519268035889,0.645506843881182,254.438888888889,358.979028857472,6.6565375328064
2000-07-01,28.5926990509033,27.7259788513184,286.370849609375,81.1726093292236,0.648238292159149,240.774444444444,35.6956062483818,2.21557092666626
2000-07-02,29.0850296020508,28.5926990509033,286.449615478516,95.237979888916,0.806814887157089,257.937777777778,237.41657055031,2.5484561920166
2000-07-03,35.3004035949707,29.0850296020508,285.783752441406,97.6153564453125,0.915096211070232,233.566666666667,289.622305257338,2.22347497940063
2000-07-04,38.0927429199219,35.3004035949707,285.740753173828,91.6506080627441,0.779805594129149,173.787777777778,2.46426598977311,4.83210611343384
2000-07-05,39.3094062805176,38.0927429199219,285.257476806641,85.2278747558594,0.306624143562259,205.871111111111,0.757334066647871,7.57909393310547
2000-07-06,29.6690120697021,39.3094062805176,284.459442138672,82.9394264221191,0.586223734607992,270.28,343.496137764921,10.9623346328735
2000-07-07,31.2973556518555,29.6690120697021,283.643463134766,80.125904083252,0.857842613646034,240.823333333333,333.072610662018,6.91076326370239
2000-07-08,31.5575218200684,31.2973556518555,285.097869873047,68.1567993164062,0.575465795859575,215.55,331.810338616198,2.30193591117859
2000-07-09,33.5728302001953,31.5575218200684,285.868347167969,83.8724708557129,0.871896601713114,264.504444444444,149.632503482302,4.75163078308105
2000-07-10,29.5370635986328,33.5728302001953,286.768127441406,81.7762336730957,0.82379869684076,155.182222222222,17.0601922167217,8.60704803466797
2000-07-11,31.3550815582275,29.5370635986328,285.061767578125,81.8581733703613,0.91035051043086,232.967777777778,0.1082223874281,12.709659576416
2000-07-12,28.9821109771729,31.3550815582275,284.889434814453,89.770206451416,0.826270733829758,123.636666666667,332.310283693541,9.15335655212402
2000-07-13,33.2625885009766,28.9821109771729,285.033416748047,82.6408653259277,0.867700242626853,198.242222222222,268.962482565394,3.19599533081055
2000-07-14,31.3693580627441,33.2625885009766,285.736450195312,80.3150177001953,0.30262615781462,212.308888888889,342.960648699074,7.36019897460938
2000-07-15,29.5629501342773,31.3693580627441,285.533569335938,84.0936050415039,0.910121618117063,264.18,355.125322762247,12.5919046401978
2000-07-16,33.0917854309082,29.5629501342773,285.15283203125,87.4670276641846,0.455129476753171,152.728888888889,359.318307618312,12.6320514678955
2000-07-17,28.7601451873779,33.0917854309082,284.842224121094,87.3952331542969,0.721895838738735,264.196666666667,350.714311485961,11.0460109710693
2000-07-18,28.2154273986816,28.7601451873779,284.923706054688,83.2465324401855,0.689957731220386,219.262222222222,340.464173392716,10.1642398834229
2000-07-19,27.647497177124,28.2154273986816,285.437164306641,84.6091442108154,0.787130148170624,248.82,325.337121669684,8.08373069763184
2000-07-20,27.9904155731201,27.647497177124,285.828094482422,87.3694534301758,0.860329910122618,218.053333333333,326.626008333533,7.03318452835083
2000-07-21,33.7468299865723,27.9904155731201,286.290191650391,91.9229526519775,0.692048281019723,223.644444444444,332.482360700826,6.81086778640747
2000-07-22,34.3724822998047,33.7468299865723,286.123687744141,92.2724666595459,0.923748340531725,207.442222222222,350.982879018159,7.44011163711548
2000-07-23,34.5679168701172,34.3724822998047,286.681823730469,82.7499027252197,0.666320784949041,201.641111111111,4.52043613949118,9.51605033874512
2000-07-24,32.962703704834,34.5679168701172,287.179809570312,79.0916881561279,0.184029420293066,263.481111111111,17.238101296871,7.1745080947876
2000-07-25,31.1325378417969,32.962703704834,288.729248046875,77.9251041412354,0.614057039965598,262.315555555556,61.1342571852295,1.56189799308777
2000-07-26,26.4535980224609,31.1325378417969,288.469940185547,76.0913143157959,0.914180641815048,227.217777777778,322.286264749975,2.78081774711609
2000-07-27,21.8946495056152,26.4535980224609,287.472839355469,94.3559112548828,0.985671341157364,135.61,187.364178525359,2.35145902633667
2000-07-28,33.4713668823242,21.8946495056152,287.750183105469,98.5708255767822,0.842445790671349,80.03,200.199183011073,1.42943692207336
2000-07-29,36.3096351623535,33.4713668823242,287.580322265625,94.6139354705811,0.910365769918446,135.772222222222,305.396568613512,1.6352950334549
2000-07-30,32.0021476745605,36.3096351623535,286.403381347656,90.5100936889648,0.856911784903263,201.946666666667,331.018769626286,5.42436933517456
2000-07-31,32.1545333862305,32.0021476745605,286.446533203125,89.6874942779541,0.576442403065105,192.526666666667,317.530694283604,4.39156913757324
2000-08-01,32.7554702758789,32.1545333862305,286.412780761719,79.5093784332275,0.526452321732036,223.471111111111,51.7736999547984,2.6202871799469
2000-08-02,31.9606056213379,32.7554702758789,288.038024902344,78.6954650878906,0.216364274488663,217.191111111111,72.7258437251,2.1657030582428
