"date" "o3" "tmax" "blh" "tcc" "msl" "rh" "ssrd" "ws" "Direction"
2000-01-01 15.3711156845093 275.610778808594 314.332784996835 0.992004028505723 102541.108211702 96.6477451324463 4.66519551642357 2.94976401329041 241.171026142106
2000-01-02 17.2103176116943 276.068603515625 263.931629144182 0.829337890834626 103054.715617513 95.9289150238037 3.72444444444444 2.47661876678467 258.538417522278
2000-01-03 18.3488025665283 274.74462890625 243.670490336997 0.990447560771909 102962.848376963 97.5942535400391 23.5 3.64923310279846 221.074361085057
2000-01-04 24.0714836120605 277.888702392578 455.783219899164 0.866174293868212 102224.403129912 94.6757640838623 24.7622222222222 5.93103981018066 226.272223598309
2000-01-05 23.8809146881104 279.097229003906 778.26252544829 0.553049608595143 102225.018449674 88.7881469726562 5.20555555555556 4.18966627120972 252.712212138524
2000-01-06 13.0827217102051 275.620239257812 118.768749553579 0.31932003723415 102243.108850694 93.1570358276367 34.4511111111111 3.10073328018188 198.747884719726
2000-01-07 11.6661548614502 278.495239257812 335.537765673919 0.907908992417034 102466.100732646 95.5333518981934 38.6122222222222 3.21533918380737 226.024117480314
2000-01-08 19.6667251586914 277.9189453125 691.114459460868 0.892954694582356 102306.179126356 91.0804615020752 11.9211111111111 4.53148460388184 227.412361608429
2000-01-09 16.428186416626 277.207427978516 206.797734619575 1.000000000001 102369.864721781 97.8643627166748 22.3977777777778 1.80463409423828 160.638436144305
2000-01-10 15.4591693878174 275.298706054688 420.357688382255 0.999801626662377 103355.299321525 95.9876289367676 4.58777777777778 3.13524770736694 40.3673098719875
2000-01-11 11.7009420394897 274.035247802734 178.419555731252 0.899638350145202 103873.460093579 95.1521091461182 9.02111111111111 1.27670013904572 131.351972924037
2000-01-12 14.2508430480957 274.176574707031 451.756161254258 0.905772664154938 103479.163189729 92.0042839050293 23.4466666666667 2.03744459152222 173.227509732374
2000-01-13 12.2828521728516 271.297607421875 335.600688465246 0.61375185021387 102468.99273553 86.3724479675293 27.48 2.79750084877014 171.309960604656
2000-01-14 8.73115730285645 272.405334472656 136.764667873004 0.26054049105131 102318.177861726 88.9245204925537 39.9577777777778 2.08308219909668 167.201900019446
2000-01-15 11.6721229553223 272.387329101562 144.944630745469 0.604245189447538 103170.088072994 91.5746078491211 39.4033333333333 1.29409968852997 41.6406372966887
2000-01-16 17.7890300750732 273.657867431641 566.96779217337 0.814643004288916 103513.251904575 85.326244354248 37.76 2.12275171279907 308.333066308726
2000-01-17 29.5747566223145 278.023773193359 624.101686697976 1.000000000001 102609.531769299 95.0262107849121 32.7477777777778 6.41680145263672 289.602013076449
2000-01-18 30.1697654724121 278.334991455078 1122.57603958777 0.81751178795516 101883.146789595 91.9634056091309 6.75666666666667 7.95913028717041 308.413981068195
2000-01-19 24.5464782714844 275.295532226562 622.52861691481 0.307112447165024 102768.468863969 80.831672668457 10.1744444444444 3.81623506546021 319.534680900761
2000-01-20 22.002420425415 274.938720703125 412.93279900571 0.762882822395824 102979.831202409 86.0435066223145 39.0955555555556 4.78096437454224 274.581977250984
2000-01-21 27.8857116699219 276.010925292969 960.109392382334 0.87217127248967 102199.728807433 90.0491180419922 10.2611111111111 7.17811965942383 292.908847374033
2000-01-22 20.6331348419189 273.910217285156 623.724149950016 0.996536096318886 101400.120775983 95.0809917449951 10.9466666666667 4.69915533065796 259.918209341691
2000-01-23 26.7238483428955 273.872863769531 521.222922878889 0.797018296126616 101361.294098965 89.5749778747559 5.36777777777778 3.53146076202393 29.3550955153381
2000-01-24 22.6284999847412 267.51513671875 513.609265128363 0.2681854943321 102534.585822219 68.6287336349487 17.8955555555556 1.64818561077118 81.3650412944363
